"DotumChe";12;True;False;1;0;1;1
32;173;2;9;16;9;0
33;14;142;2;14;9;4
34;237;124;5;6;9;3
35;224;2;9;14;9;0
36;119;20;8;15;9;1
37;169;20;8;14;9;1
38;52;37;8;14;9;1
39;69;142;2;6;9;4
40;61;124;5;15;9;3
41;75;124;5;15;9;1
42;132;124;6;10;9;1
43;2;124;8;11;9;1
44;198;124;3;15;9;3
45;116;124;8;8;9;1
46;18;142;2;14;9;4
47;199;106;7;13;9;1
48;32;73;8;14;9;1
49;164;124;4;14;9;2
50;119;106;7;14;9;1
51;119;90;7;14;9;1
52;151;37;8;14;9;1
53;182;106;7;14;9;1
54;83;106;7;14;9;1
55;47;106;7;14;9;1
56;155;106;7;14;9;1
57;164;106;7;14;9;1
58;35;142;2;12;9;3
59;203;124;3;14;9;3
60;245;106;8;11;9;1
61;44;124;8;10;9;1
62;235;106;8;11;9;1
63;149;20;8;14;9;1
64;241;55;8;14;9;1
65;62;55;8;14;9;1
66;212;73;8;14;9;1
67;42;55;8;14;9;1
68;62;37;8;14;9;1
69;219;20;8;14;9;1
70;202;73;8;14;9;1
71;162;73;8;14;9;1
72;221;55;8;14;9;1
73;2;142;2;14;9;4
74;12;124;6;14;9;1
75;211;55;8;14;9;1
76;29;106;7;14;9;1
77;171;37;8;14;9;1
78;161;37;8;14;9;1
79;142;73;8;14;9;1
80;102;73;8;14;9;1
81;109;20;8;15;9;1
82;179;20;8;14;9;1
83;122;73;8;14;9;1
84;42;37;8;14;9;1
85;201;55;8;14;9;1
86;239;20;8;14;9;1
87;240;37;8;14;9;1
88;92;73;8;14;9;1
89;111;37;8;14;9;1
90;2;90;7;14;9;1
91;54;124;5;15;9;3
92;46;20;9;14;9;0
93;68;124;5;15;9;1
94;27;142;6;4;9;2
95;87;20;8;15;9;1
96;49;142;4;4;9;2
97;42;73;8;14;9;1
98;209;20;8;14;9;1
99;52;55;8;14;9;1
100;12;73;8;14;9;1
101;101;37;8;14;9;1
102;110;90;7;14;9;1
103;222;73;7;15;9;1
104;29;90;7;14;9;1
105;10;142;2;14;9;4
106;126;124;4;15;9;2
107;128;90;7;14;9;1
108;6;142;2;14;9;4
109;189;20;8;14;9;1
110;227;90;7;14;9;1
111;62;73;8;14;9;1
112;77;20;8;15;9;1
113;57;20;8;15;9;1
114;20;124;6;14;9;2
115;56;90;7;14;9;1
116;146;90;7;14;9;1
117;47;90;7;14;9;1
118;32;55;8;14;9;1
119;102;55;8;14;9;1
120;2;37;8;14;9;1
121;67;20;8;15;9;1
122;92;106;7;14;9;1
123;219;106;6;15;9;2
124;251;124;2;15;9;4
125;227;106;6;15;9;1
126;100;124;8;8;9;1
127;209;90;7;14;9;1
128;200;90;7;14;9;1
129;2;106;7;14;9;1
130;101;90;7;14;9;1
131;155;90;7;14;9;1
132;245;90;7;14;9;1
133;74;90;7;14;9;1
134;83;90;7;14;9;1
135;241;73;7;14;9;1
136;101;106;7;14;9;1
137;137;90;7;14;9;1
138;11;106;7;14;9;1
139;218;90;7;14;9;1
140;137;106;7;14;9;1
141;65;90;7;14;9;1
142;128;106;7;14;9;1
143;92;90;7;14;9;1
144;38;106;7;14;9;1
145;56;106;7;14;9;1
146;173;106;7;14;9;1
147;182;90;7;14;9;1
148;146;106;7;14;9;1
149;20;106;7;14;9;1
150;173;90;7;14;9;1
151;191;90;7;14;9;1
152;74;106;7;14;9;1
153;236;90;7;14;9;1
154;164;90;7;14;9;1
155;20;90;7;14;9;1
156;65;106;7;14;9;1
157;110;106;7;14;9;1
158;38;90;7;14;9;1
159;11;90;7;14;9;1
160;137;2;9;16;9;0
161;233;124;2;16;17;8
162;211;37;8;14;9;1
163;112;55;8;14;9;1
164;231;73;8;13;17;5
165;139;20;8;14;9;1
166;229;124;2;16;9;4
167;191;106;6;16;17;6
168;62;142;5;3;17;6
169;235;2;9;14;9;0
170;182;124;6;9;17;6
171;82;124;7;10;9;1
172;208;106;9;10;9;0
173;222;124;5;8;17;6
174;66;2;13;14;17;2
175;55;142;5;3;9;2
176;244;124;5;6;17;2
177;123;2;12;13;17;3
178;215;124;5;8;17;2
179;208;124;5;8;17;2
180;39;142;4;5;17;7
181;231;37;7;16;9;1
182;184;2;8;16;17;4
183;45;142;2;8;17;7
184;110;124;4;16;17;7
185;22;142;3;8;17;2
186;190;124;6;9;17;6
187;91;124;7;10;9;1
188;2;2;14;15;17;2
189;34;2;14;15;17;2
190;18;2;14;15;17;2
191;204;2;8;16;17;1
192;141;55;8;14;9;1
193;172;73;8;14;9;1
194;181;37;8;14;9;1
195;92;55;8;14;9;1
196;131;37;8;14;9;1
197;161;55;8;14;9;1
198;50;2;14;14;17;1
199;194;2;8;16;9;1
200;81;37;8;14;9;1
201;112;73;8;14;9;1
202;141;37;8;14;9;1
203;159;20;8;14;9;1
204;146;124;4;14;9;3
205;176;124;4;14;9;3
206;28;124;6;14;9;2
207;158;124;4;14;9;3
208;109;2;12;14;17;2
209;152;73;8;14;9;1
210;12;55;8;14;9;1
211;72;55;8;14;9;1
212;32;37;8;14;9;1
213;192;73;8;14;9;1
214;2;73;8;14;9;1
215;97;20;10;12;17;4
216;81;2;12;15;17;3
217;182;73;8;14;9;1
218;229;20;8;14;9;1
219;22;55;8;14;9;1
220;72;73;8;14;9;1
221;12;37;8;14;9;1
222;24;20;9;14;17;4
223;13;20;9;14;17;4
224;22;37;8;14;9;1
225;151;55;8;14;9;1
226;199;20;8;14;9;1
227;221;37;8;14;9;1
228;171;55;8;14;9;1
229;121;37;8;14;9;1
230;95;2;12;14;17;3
231;214;2;8;16;9;1
232;122;55;8;14;9;1
233;52;73;8;14;9;1
234;191;37;8;14;9;1
